category,brand,condition,age_months,rating,num_reviews,weight_kg,price
Home & Kitchen,HomeStyle,Refurbished,56,4.2,656,9.48,28.25
Clothing,Generic,Good,16,3.3,952,18.94,13.92
Beauty,Premium,Refurbished,36,3.5,294,7.54,28.16
Sports,Luxury,New,13,4.5,594,17.33,242.59
Food,Standard,Refurbished,8,4.9,82,15.28,11.2
Toys,SportMax,Refurbished,3,4.2,301,6.72,33.95
Sports,HomeStyle,Like New,10,4.2,119,0.24,92.71
Books,Premium,Like New,29,4.2,986,0.67,22.81
Clothing,Budget,Fair,7,4.2,886,14.75,16.23
Automotive,Budget,Like New,21,3.5,752,19.51,95.15
Electronics,Premium,Good,1,4.8,992,19.19,642.44
Books,Luxury,Fair,19,4.1,7,10.43,21.05
Books,EcoFriendly,Refurbished,16,3.3,578,6.06,14.4
Automotive,Premium,New,45,3.5,418,0.61,253.79
Electronics,SportMax,Like New,50,5.0,847,17.71,370.2
Home & Kitchen,Premium,Fair,19,4.0,289,6.89,73.87
Food,Standard,New,47,4.6,978,6.4,8.03
Sports,HomeStyle,Refurbished,14,3.9,271,13.66,72.56
Health,EcoFriendly,Fair,12,4.5,994,17.89,33.31
Sports,EcoFriendly,Like New,21,3.3,742,4.13,103.06
Clothing,EcoFriendly,Like New,26,4.2,942,19.57,51.84
Clothing,Luxury,Fair,14,4.4,94,0.74,76.17
Sports,TechPro,Like New,13,3.0,80,8.39,138.0
Clothing,HomeStyle,Refurbished,39,3.6,287,7.5,26.12
Automotive,Premium,Fair,8,5.0,179,7.72,213.39
Home & Kitchen,Luxury,Refurbished,48,3.5,721,19.44,81.17
Automotive,Budget,Fair,33,4.0,406,6.82,40.58
Toys,Budget,Fair,51,4.1,674,6.46,5.32
Sports,EcoFriendly,Good,32,3.9,940,0.81,67.76
Sports,EcoFriendly,Like New,13,3.5,240,2.14,123.97
Electronics,BasicValue,New,5,4.8,276,15.11,291.9
Books,Budget,New,46,4.6,183,16.76,7.87
Automotive,HomeStyle,Fair,55,4.2,27,8.75,55.6
Home & Kitchen,EcoFriendly,Like New,54,3.9,483,9.78,44.23
Books,BasicValue,Like New,56,3.2,83,13.61,5.0
Health,Budget,Refurbished,12,3.9,182,17.37,22.03
Food,Luxury,New,12,4.2,589,17.89,38.07
Beauty,SportMax,Fair,38,3.5,805,9.94,23.53
Sports,BasicValue,Fair,23,4.6,468,5.23,20.52
Automotive,Generic,New,8,4.7,819,16.23,72.95
Beauty,Luxury,Like New,17,3.9,559,10.42,81.3
Toys,TechPro,Refurbished,14,3.7,575,17.49,34.55
Sports,BasicValue,Like New,24,4.0,754,4.63,27.6
Health,Premium,Fair,50,3.1,689,13.82,25.41
Electronics,Premium,Fair,10,4.3,679,8.98,481.91
Food,Premium,Fair,16,3.8,231,6.73,9.18
Food,TechPro,Fair,34,4.7,35,0.37,9.37
Clothing,HomeStyle,Fair,20,3.6,227,13.63,23.76
Sports,Standard,Refurbished,51,3.5,554,14.9,38.87
Electronics,TechPro,Like New,42,3.3,371,17.04,456.59
Home & Kitchen,EcoFriendly,Good,47,3.3,168,14.49,46.99
Sports,Standard,New,20,4.0,560,6.69,99.89
Automotive,Generic,Like New,7,4.8,221,18.14,82.72
Automotive,BasicValue,Refurbished,36,3.3,540,1.92,52.45
Electronics,HomeStyle,Fair,22,3.6,356,19.3,282.63
Home & Kitchen,TechPro,Like New,58,4.2,832,5.31,63.25
Toys,HomeStyle,New,51,3.8,583,17.22,20.78
Clothing,TechPro,Good,44,3.2,764,6.72,39.52
Food,Premium,Good,0,3.0,390,10.97,19.07
Beauty,Generic,Refurbished,35,4.5,920,19.34,7.05
Food,BasicValue,Like New,19,4.5,154,19.68,6.47
Clothing,BasicValue,Good,1,3.5,413,10.08,19.25
Electronics,SportMax,Good,10,3.4,592,13.66,591.71
Electronics,Standard,Fair,0,4.9,147,0.94,335.38
Toys,HomeStyle,Refurbished,36,3.8,761,7.27,16.11
Electronics,EcoFriendly,Good,18,5.0,644,9.99,482.32
Home & Kitchen,SportMax,New,27,4.0,627,1.07,113.76
Food,Luxury,Like New,47,3.8,846,9.17,20.15
Toys,Luxury,Refurbished,25,4.7,76,19.83,39.85
Clothing,HomeStyle,Refurbished,51,4.2,309,1.28,21.07
Sports,Luxury,Good,30,3.0,332,11.58,149.79
Toys,Generic,Refurbished,54,4.7,27,3.17,5.0
Beauty,Generic,New,37,4.7,735,16.14,11.41
Clothing,EcoFriendly,Good,57,3.5,589,0.17,18.25
Automotive,HomeStyle,Refurbished,50,3.5,510,12.94,66.05
Food,Standard,Fair,48,4.9,560,7.85,5.0
Food,SportMax,Good,39,4.1,737,11.14,12.6
Automotive,BasicValue,Good,13,4.9,944,15.75,70.28
Clothing,Luxury,Fair,59,3.5,345,16.27,30.25
Clothing,Standard,Fair,17,4.4,889,7.14,19.86
Home & Kitchen,Generic,New,29,4.4,110,3.02,25.73
Clothing,Budget,Good,29,3.3,605,19.37,17.74
Clothing,Budget,Fair,56,4.4,831,19.5,7.27
Home & Kitchen,Luxury,Refurbished,7,4.0,65,10.67,145.55
Electronics,Generic,Fair,0,4.4,378,15.33,97.99
Food,Budget,Fair,4,4.6,793,15.41,5.0
Toys,TechPro,Fair,37,4.3,477,12.03,17.07
Electronics,Generic,Like New,9,4.6,461,6.83,169.94
Clothing,Premium,Like New,15,4.2,91,19.41,60.79
Food,EcoFriendly,Fair,43,5.0,558,12.7,6.56
Health,EcoFriendly,Good,1,4.0,665,15.93,55.13
Automotive,BasicValue,Refurbished,42,4.8,418,16.52,53.46
Food,HomeStyle,Fair,20,5.0,699,11.43,7.79
Books,BasicValue,Like New,52,4.3,583,18.98,5.0
Books,Budget,Good,33,4.5,168,8.06,7.65
Sports,HomeStyle,Good,55,3.3,43,12.21,33.79
Books,Premium,Like New,50,3.4,929,7.97,16.35
Toys,Generic,Fair,42,4.2,302,17.31,5.0
Home & Kitchen,BasicValue,Like New,38,4.6,620,1.54,22.61
Food,Generic,Like New,44,4.4,153,3.23,5.0
Home & Kitchen,Budget,Like New,35,4.1,930,5.57,34.82
Sports,Standard,New,52,4.6,37,6.99,55.9
Toys,BasicValue,Like New,58,4.7,625,7.59,6.75
Automotive,Generic,Good,15,4.3,778,19.8,55.91
Home & Kitchen,Luxury,Refurbished,21,3.7,919,7.83,103.79
Electronics,EcoFriendly,Good,15,4.9,58,17.07,435.12
Home & Kitchen,EcoFriendly,Fair,33,3.3,861,14.35,43.52
Food,Budget,Refurbished,40,3.1,853,14.61,5.0
Books,Standard,New,22,3.6,422,18.07,17.36
Beauty,HomeStyle,Like New,12,3.3,613,0.5,41.1
Automotive,EcoFriendly,Like New,8,3.8,932,10.55,214.2
Electronics,SportMax,Refurbished,46,3.4,863,15.99,264.46
Toys,Generic,Fair,33,3.9,509,17.07,5.0
Books,BasicValue,Like New,50,3.9,345,5.96,5.01
Health,HomeStyle,Good,27,4.0,431,7.17,41.46
Clothing,HomeStyle,New,28,3.8,68,1.08,39.8
Home & Kitchen,SportMax,New,42,3.2,903,18.75,66.06
Books,Premium,Fair,41,3.1,368,4.79,12.06
Health,Luxury,Fair,36,4.4,474,3.41,70.05
Toys,Standard,Good,39,4.2,445,0.84,16.04
Electronics,BasicValue,Like New,50,3.1,488,6.43,114.08
Health,SportMax,Like New,40,4.8,884,14.29,62.15
Books,Luxury,New,55,3.5,792,11.17,23.77
Clothing,SportMax,Fair,38,3.7,580,12.44,21.41
Clothing,SportMax,Fair,43,4.7,684,14.15,30.34
Sports,HomeStyle,Good,37,3.2,84,8.31,55.21
Health,BasicValue,Refurbished,17,4.7,189,1.51,20.78
Electronics,EcoFriendly,Fair,14,3.8,796,11.98,331.52
Home & Kitchen,TechPro,Good,59,3.7,498,19.2,53.76
Beauty,EcoFriendly,New,11,4.2,755,3.5,53.52
Books,EcoFriendly,Good,8,4.8,770,13.21,18.97
Books,HomeStyle,Refurbished,18,3.3,510,10.92,15.97
Clothing,Luxury,Fair,18,4.2,218,13.03,58.41
Beauty,HomeStyle,Good,45,4.7,859,11.44,18.47
Home & Kitchen,TechPro,Fair,49,3.2,738,3.89,41.79
Home & Kitchen,BasicValue,Refurbished,40,4.4,392,10.92,19.56
Clothing,Budget,Like New,12,4.9,783,5.11,24.7
Books,HomeStyle,Refurbished,33,3.7,788,5.5,8.52
Toys,Standard,Refurbished,42,5.0,45,17.14,12.4
Beauty,Standard,New,43,5.0,968,0.3,25.77
Beauty,Generic,Fair,51,4.1,937,3.3,5.0
Home & Kitchen,SportMax,Fair,46,3.3,261,11.31,33.67
Health,Budget,Like New,36,3.8,952,9.96,22.97
Home & Kitchen,TechPro,Good,57,3.9,940,4.29,45.68
Food,HomeStyle,New,8,4.3,332,6.57,17.18
Books,BasicValue,Good,30,4.7,558,6.2,6.25
Automotive,SportMax,Fair,54,4.1,574,5.2,81.03
Sports,Premium,New,27,4.0,727,4.32,149.89
Home & Kitchen,Generic,Good,51,3.3,344,10.0,12.3
Automotive,Standard,Good,6,4.3,511,14.32,154.39
Beauty,Budget,Fair,53,3.4,721,11.62,5.31
Sports,Premium,New,15,3.7,895,16.97,188.6
Books,HomeStyle,New,56,3.9,666,14.37,10.25
Health,EcoFriendly,Refurbished,49,4.8,711,5.2,31.09
Automotive,BasicValue,Fair,57,3.4,849,13.78,18.23
Books,HomeStyle,New,58,4.4,929,7.31,8.77
Toys,SportMax,Refurbished,9,4.7,774,9.98,27.74
Electronics,Generic,Like New,14,4.1,25,14.64,182.85
Health,Premium,Like New,45,3.9,521,14.63,63.54
Toys,HomeStyle,Like New,26,3.3,687,5.25,23.11
Toys,Budget,New,53,4.4,22,9.29,10.47
Books,EcoFriendly,Fair,16,3.4,554,15.0,10.7
Toys,Premium,Good,27,4.8,83,11.39,30.78
Books,SportMax,New,40,4.9,870,2.95,22.71
Food,Luxury,Like New,48,3.9,341,7.82,20.06
Clothing,BasicValue,Like New,23,3.5,827,1.46,17.65
Food,EcoFriendly,Good,1,3.4,303,17.67,17.17
Books,Generic,Good,24,3.3,35,8.92,5.0
Clothing,SportMax,Refurbished,0,3.5,829,2.02,64.72
Toys,Budget,New,33,4.5,975,2.41,15.51
Home & Kitchen,SportMax,Good,46,3.6,488,18.81,55.38
Toys,HomeStyle,Fair,0,3.2,275,17.77,16.07
Toys,Budget,New,58,4.7,444,7.51,7.58
Sports,Budget,Refurbished,3,4.1,143,17.06,41.79
Sports,Luxury,Refurbished,59,3.3,369,7.35,79.35
Health,SportMax,Refurbished,10,3.3,528,3.98,54.87
Food,Standard,Fair,26,4.6,873,15.07,6.7
Automotive,Standard,New,5,4.8,358,3.58,212.27
Home & Kitchen,Premium,Fair,20,3.0,981,14.48,65.75
Toys,Generic,Good,15,3.3,797,0.71,7.55
Home & Kitchen,HomeStyle,Refurbished,45,4.0,596,14.23,35.29
Food,EcoFriendly,Like New,39,4.5,688,15.93,10.8
Books,Premium,New,6,4.3,548,7.14,45.7
Sports,Budget,Like New,56,4.0,900,8.73,24.0
Sports,Generic,Like New,11,4.8,687,0.22,41.46
Sports,Budget,New,12,3.9,45,19.18,53.95
Beauty,Standard,New,28,4.8,458,7.28,38.17
Electronics,HomeStyle,Fair,8,3.0,20,17.27,314.87
Electronics,Luxury,New,28,4.6,572,7.6,1169.42
Electronics,SportMax,Refurbished,41,3.7,317,5.12,366.87
Electronics,HomeStyle,New,59,4.5,624,12.93,279.93
Books,Premium,New,10,4.9,678,13.19,26.91
Books,Premium,New,30,3.6,619,6.09,30.42
Clothing,BasicValue,Like New,10,4.5,802,5.2,22.97
Health,Luxury,Like New,36,4.4,714,12.75,100.2
Toys,Premium,New,19,4.3,515,1.2,43.7
Home & Kitchen,Generic,Refurbished,3,3.2,648,13.98,22.33
Toys,EcoFriendly,Like New,58,3.4,549,10.53,15.05
Food,BasicValue,Like New,13,3.4,398,7.33,6.26
Food,BasicValue,New,13,3.1,262,17.81,6.01
Clothing,BasicValue,New,20,4.5,839,17.11,26.1
Food,Luxury,Like New,50,4.1,213,17.12,18.28
Books,Budget,Refurbished,6,4.4,753,18.76,8.35
Electronics,Standard,Like New,40,4.7,458,15.89,281.96
Food,HomeStyle,Good,28,4.1,112,15.29,12.21
Health,Budget,Fair,21,4.9,528,2.41,17.43
Clothing,Budget,Good,55,4.0,475,16.35,9.98
Beauty,TechPro,Like New,31,4.1,79,9.5,46.84
Food,Luxury,Fair,17,4.2,976,19.81,19.64
Clothing,EcoFriendly,New,2,3.9,43,8.16,76.45
Automotive,Standard,Refurbished,13,4.9,498,8.77,106.51
Home & Kitchen,HomeStyle,Good,19,4.0,171,15.14,63.68
Books,SportMax,New,55,3.6,65,14.66,14.17
Clothing,EcoFriendly,Fair,33,4.7,245,9.68,23.46
Clothing,TechPro,Good,43,3.3,752,9.94,43.35
Automotive,BasicValue,Good,41,4.6,627,9.95,53.97
Automotive,Luxury,Refurbished,3,3.8,619,12.99,350.6
Beauty,Generic,Fair,59,3.4,510,5.15,5.0
Sports,Standard,Fair,50,3.2,337,1.3,28.47
Toys,Budget,New,14,4.4,669,13.6,16.46
Automotive,Standard,Fair,30,3.1,332,8.35,72.96
Automotive,SportMax,New,35,4.7,54,6.0,246.87
Clothing,Budget,Fair,39,4.6,31,19.39,10.64
Beauty,BasicValue,New,47,3.1,415,0.16,11.03
Home & Kitchen,Standard,Good,52,4.3,458,19.32,29.85
Sports,EcoFriendly,Like New,57,3.4,330,7.07,56.72
Health,TechPro,New,27,4.1,211,1.71,107.91
Sports,TechPro,Fair,45,4.7,193,6.37,55.17
Books,BasicValue,Refurbished,50,4.5,449,7.14,5.0
Books,TechPro,Good,54,4.4,469,7.88,12.27
Automotive,BasicValue,Fair,21,3.8,976,13.4,43.52
Automotive,SportMax,Good,45,4.8,931,9.21,160.15
Home & Kitchen,HomeStyle,New,57,3.5,648,11.27,38.66
Clothing,Generic,Fair,30,3.4,259,2.7,6.87
Automotive,Luxury,Like New,57,4.7,68,16.05,221.05
Electronics,Standard,New,14,4.0,616,16.73,472.59
Clothing,HomeStyle,New,7,4.9,782,10.41,61.46
Home & Kitchen,TechPro,Refurbished,56,3.3,489,10.17,51.22
Toys,Budget,Good,30,4.1,521,12.87,10.28
Health,BasicValue,New,24,3.2,697,13.55,27.36
Clothing,SportMax,Fair,49,3.8,486,17.51,22.34
Automotive,Luxury,Good,31,4.8,12,19.07,303.47
Automotive,HomeStyle,Refurbished,49,3.1,643,18.15,56.36
Books,SportMax,Good,1,4.7,590,9.44,21.83
Food,SportMax,New,5,4.4,683,5.53,27.16
Electronics,TechPro,New,27,3.5,797,5.17,803.75
Beauty,HomeStyle,Good,19,3.1,165,11.53,28.53
Beauty,HomeStyle,Fair,55,4.9,806,14.29,11.91
Electronics,Premium,Like New,43,4.0,885,8.19,482.4
Food,Generic,Like New,17,3.3,841,9.04,5.0
Automotive,TechPro,Like New,32,4.9,4,7.51,245.88
Books,TechPro,Fair,27,4.7,789,1.07,15.13
Clothing,BasicValue,Fair,14,3.2,152,1.73,10.77
Food,SportMax,Refurbished,48,3.5,451,19.32,7.95
Automotive,HomeStyle,Refurbished,1,3.1,781,15.92,155.04
Home & Kitchen,SportMax,New,6,3.3,986,1.32,122.42
Beauty,Generic,Fair,34,3.7,685,10.18,5.61
Health,TechPro,Refurbished,52,4.8,993,2.19,32.47
Toys,Generic,Good,22,4.3,902,15.91,7.88
Electronics,Premium,Refurbished,2,4.1,983,14.03,597.34
Electronics,Budget,Good,7,3.0,690,19.79,222.6
Toys,BasicValue,New,5,3.7,30,14.71,15.6
Toys,TechPro,New,14,3.8,970,10.69,59.28
Beauty,EcoFriendly,Good,15,3.9,288,0.7,29.71
Beauty,EcoFriendly,New,4,3.8,299,17.54,55.12
Sports,Luxury,Like New,31,4.9,887,14.95,188.91
Books,BasicValue,New,46,3.7,532,12.72,5.93
Clothing,Generic,New,57,4.0,576,15.54,11.5
Toys,Budget,New,55,4.5,425,13.61,8.15
Food,EcoFriendly,New,1,3.5,89,13.79,21.41
Automotive,TechPro,Refurbished,9,4.6,837,18.85,273.49
Food,TechPro,Good,36,4.2,304,9.44,13.29
Electronics,HomeStyle,Refurbished,43,3.0,286,17.1,222.96
Electronics,EcoFriendly,Fair,43,3.9,786,16.66,198.71
Health,TechPro,Good,14,3.4,974,3.67,83.72
Health,Standard,Fair,47,4.2,109,16.71,20.66
Clothing,Luxury,Good,31,4.0,613,10.73,63.52
Automotive,SportMax,Good,14,4.2,182,18.88,209.16
Home & Kitchen,BasicValue,Good,9,4.1,297,11.13,30.4
Toys,TechPro,Like New,8,3.1,914,4.07,48.0
Automotive,Standard,Refurbished,35,4.6,245,7.71,88.47
Sports,Generic,Good,47,4.3,85,13.75,16.67
Electronics,Generic,Refurbished,57,4.2,619,7.1,68.77
Beauty,Luxury,Refurbished,27,3.5,739,14.82,50.32
Clothing,BasicValue,New,4,4.0,686,10.3,30.84
Health,EcoFriendly,Good,0,4.5,429,0.26,64.44
Clothing,BasicValue,Refurbished,5,4.6,984,2.49,19.63
Automotive,TechPro,Like New,44,3.5,784,1.14,186.7
Toys,Standard,Good,49,3.9,222,5.79,11.17
Food,Generic,Fair,22,4.8,711,5.5,5.0
Food,EcoFriendly,Like New,57,4.4,402,0.31,7.01
Beauty,TechPro,Good,26,4.2,742,16.71,51.31
Health,SportMax,Fair,44,3.4,750,9.28,34.65
Food,Budget,New,34,3.0,573,17.5,5.16
Food,Budget,Refurbished,27,3.7,987,3.82,5.0
Automotive,Luxury,Fair,20,3.7,45,17.06,262.6
Books,SportMax,Refurbished,48,4.9,232,17.95,11.77
Beauty,BasicValue,New,29,4.1,216,7.6,17.54
Food,Luxury,Good,56,3.8,29,5.53,14.35
Automotive,Budget,Like New,54,3.5,35,17.91,43.51
Home & Kitchen,Generic,Fair,26,3.6,612,18.66,13.02
Beauty,EcoFriendly,New,57,4.5,454,2.36,24.12
Sports,TechPro,Good,54,4.7,764,5.7,78.45
Books,Budget,Good,49,3.5,818,13.92,5.0
Health,Luxury,Fair,31,3.0,359,4.52,57.94
Sports,Standard,Like New,49,3.9,853,4.59,46.99
Sports,Premium,Like New,52,3.6,231,4.56,73.62
Books,HomeStyle,Fair,40,4.7,646,13.32,8.2
Food,TechPro,Fair,0,3.7,333,4.03,14.07
Electronics,Luxury,Like New,13,3.1,560,2.93,1037.95
Books,Budget,New,45,3.1,415,14.76,6.89
Books,Generic,Refurbished,26,4.9,657,14.65,5.0
Home & Kitchen,Premium,Fair,51,3.9,52,12.83,39.38
Electronics,Premium,New,30,3.5,868,0.48,683.25
Toys,BasicValue,Good,33,3.6,950,3.05,7.54
Clothing,TechPro,Good,47,4.8,316,6.86,43.5
Clothing,TechPro,Like New,27,4.1,647,3.24,75.8
Sports,Standard,Refurbished,15,3.8,359,10.25,66.68
Food,Standard,Refurbished,15,4.7,211,9.92,9.67
Health,SportMax,Good,8,3.4,309,14.52,58.68
Automotive,Standard,Like New,41,3.0,703,8.14,114.2
Health,Standard,Good,38,4.5,989,0.84,29.35
Toys,BasicValue,Fair,41,3.9,234,7.5,5.49
Sports,TechPro,Like New,32,4.1,448,7.05,111.38
Home & Kitchen,Standard,Like New,25,3.4,975,4.91,55.52
Sports,Generic,Fair,11,3.5,653,14.91,23.78
Beauty,Generic,Refurbished,28,4.4,81,4.07,10.53
Electronics,HomeStyle,Refurbished,17,3.0,57,5.72,308.27
Toys,Standard,Good,23,3.6,472,16.37,18.28
Food,TechPro,Fair,18,4.2,457,13.09,13.23
Sports,Generic,Like New,21,4.3,214,15.3,29.0
Toys,HomeStyle,Good,44,4.8,294,9.11,16.96
Books,Premium,Refurbished,17,4.7,922,16.81,18.6
Electronics,Premium,Like New,8,4.0,979,6.01,778.81
Books,SportMax,Fair,25,3.8,535,16.47,12.07
Books,EcoFriendly,New,26,4.9,362,11.93,22.69
Food,Luxury,Fair,11,4.1,334,15.27,18.61
Beauty,Premium,Fair,5,4.7,630,11.93,31.42
Books,Generic,New,3,4.4,924,9.56,9.93
Sports,Generic,Like New,22,3.3,624,16.37,27.25
Home & Kitchen,HomeStyle,Good,53,4.8,318,18.62,34.68
Beauty,Premium,Good,26,3.2,388,4.56,39.59
Clothing,HomeStyle,Fair,2,4.3,855,16.65,30.36
Beauty,EcoFriendly,Fair,2,3.8,433,3.57,30.5
Clothing,Budget,Good,31,3.6,392,8.05,13.17
Food,Standard,Good,33,4.1,992,4.83,7.58
Beauty,BasicValue,Refurbished,27,3.6,543,6.79,10.64
Toys,HomeStyle,New,22,3.5,521,4.33,28.7
Electronics,Budget,Fair,47,3.8,115,4.39,80.38
Home & Kitchen,Premium,Fair,44,5.0,155,6.36,47.37
Sports,Generic,Good,59,3.2,803,7.84,16.05
Health,Standard,New,30,4.8,225,6.93,57.71
Home & Kitchen,Luxury,Refurbished,9,4.1,339,9.7,134.91
Home & Kitchen,BasicValue,Fair,49,4.6,682,10.97,12.41
Toys,HomeStyle,Fair,11,4.9,306,8.03,18.49
Home & Kitchen,Generic,Like New,59,4.0,302,10.92,12.92
Health,EcoFriendly,Good,31,3.2,565,3.29,35.25
Sports,Standard,Fair,42,3.0,193,17.11,28.08
Toys,Budget,Fair,50,3.8,109,12.59,5.0
Beauty,BasicValue,Like New,54,4.9,227,14.2,9.03
Electronics,Premium,Refurbished,15,3.4,161,14.28,442.25
Health,Luxury,New,42,4.7,526,19.28,91.07
Automotive,Luxury,Good,16,4.9,531,2.48,329.45
Home & Kitchen,Premium,Fair,50,4.7,771,12.94,44.18
Health,TechPro,Refurbished,38,4.2,215,6.85,46.69
Books,Budget,New,57,4.0,640,6.1,5.71
Toys,Budget,Refurbished,24,4.0,338,2.52,10.15
Clothing,Premium,Refurbished,54,4.4,556,9.33,32.32
Beauty,HomeStyle,Fair,47,4.2,526,4.53,13.17
Clothing,Luxury,Like New,31,4.7,696,6.81,68.53
Sports,Generic,Good,28,4.7,373,1.03,24.12
Automotive,TechPro,Like New,0,4.0,782,17.77,331.08
Beauty,Luxury,Refurbished,45,3.6,710,14.51,39.01
Sports,Generic,Like New,29,3.3,952,18.96,27.83
Beauty,Budget,Fair,51,3.6,930,2.27,6.76
Home & Kitchen,Premium,Good,30,4.5,241,13.31,74.68
Books,Luxury,Refurbished,51,3.7,508,15.71,17.57
Automotive,Luxury,Good,44,3.6,270,5.96,266.31
Health,HomeStyle,New,51,4.5,586,10.35,36.25
Electronics,HomeStyle,Like New,54,4.8,110,16.75,241.59
Toys,TechPro,Like New,42,3.1,282,7.61,28.26
Beauty,TechPro,Refurbished,21,3.3,797,7.78,47.04
Books,Standard,New,5,4.7,425,4.21,21.03
Food,Premium,New,29,3.8,991,2.88,22.44
Toys,Luxury,Fair,39,4.6,536,1.4,21.23
Toys,BasicValue,Refurbished,15,4.2,135,18.22,9.44
Electronics,Premium,Good,54,3.3,709,6.46,343.84
Food,BasicValue,Fair,37,4.5,953,8.07,5.0
Books,TechPro,Good,31,4.6,807,8.76,18.95
Home & Kitchen,SportMax,New,46,3.8,585,8.12,80.88
Health,Budget,Good,59,3.6,312,7.25,10.53
Home & Kitchen,SportMax,Fair,1,4.5,500,12.21,70.83
Toys,HomeStyle,Like New,30,3.3,666,7.5,23.3
Clothing,EcoFriendly,Refurbished,20,4.8,313,15.92,37.01
Beauty,Budget,Good,44,3.1,613,11.53,10.66
Clothing,EcoFriendly,New,13,3.7,730,4.74,67.43
Home & Kitchen,HomeStyle,Good,16,3.8,993,4.47,63.68
Toys,TechPro,Good,33,3.7,636,3.37,24.86
Books,BasicValue,Good,25,3.4,349,5.5,5.87
Food,EcoFriendly,Fair,57,4.5,392,6.64,5.05
Home & Kitchen,EcoFriendly,Fair,43,4.5,548,11.46,30.71
Home & Kitchen,SportMax,Fair,30,3.2,470,18.04,41.1
Electronics,Luxury,Like New,29,4.1,674,9.96,846.51
Electronics,Luxury,Like New,14,3.7,908,18.99,960.12
Electronics,HomeStyle,Good,17,3.1,608,12.02,320.81
Home & Kitchen,HomeStyle,Fair,56,3.5,376,1.61,25.11
Clothing,HomeStyle,New,33,4.0,804,6.3,53.38
Automotive,EcoFriendly,Refurbished,17,4.9,692,3.93,157.15
Automotive,HomeStyle,Fair,30,4.1,640,2.17,79.54
Clothing,Budget,New,52,4.4,785,9.04,17.5
Toys,Standard,Like New,3,3.5,115,12.92,25.11
Books,Budget,Like New,26,4.5,816,6.22,9.52
Food,Generic,Refurbished,18,5.0,167,3.38,5.0
Health,Luxury,Refurbished,3,3.1,799,14.76,101.64
Electronics,SportMax,Refurbished,0,4.2,712,10.21,590.54
Home & Kitchen,TechPro,New,5,4.9,963,13.92,173.06
Sports,HomeStyle,New,53,4.6,170,5.05,71.86
Toys,Premium,Good,16,4.4,154,0.3,31.01
Clothing,TechPro,Good,16,4.0,847,2.3,57.37
Health,Standard,Good,7,4.7,765,2.64,43.02
Home & Kitchen,Premium,New,47,3.3,725,13.59,83.26
Automotive,HomeStyle,Fair,19,4.4,619,13.36,84.6
Books,BasicValue,New,23,4.5,915,11.62,10.8
Toys,Premium,Refurbished,44,4.7,355,19.84,19.52
Automotive,EcoFriendly,Refurbished,6,4.2,864,17.45,175.13
Home & Kitchen,Luxury,New,25,5.0,144,3.62,152.34
Books,EcoFriendly,New,29,3.6,685,19.86,19.2
Clothing,SportMax,Refurbished,7,4.6,716,11.44,51.36
Beauty,Standard,Fair,20,4.5,943,6.26,19.24
Books,Budget,Like New,35,4.8,182,16.38,8.14
Beauty,Standard,New,36,3.3,999,18.73,32.61
Sports,Budget,Fair,41,5.0,841,10.71,20.21
Beauty,Generic,Like New,25,4.7,196,15.59,12.64
Clothing,Generic,Fair,37,3.9,632,19.64,7.41
Beauty,Generic,Refurbished,39,4.3,14,16.3,8.18
Home & Kitchen,EcoFriendly,New,31,4.9,691,11.31,79.73
Toys,SportMax,Like New,12,3.8,269,7.2,40.99
Automotive,HomeStyle,Fair,0,3.0,893,9.64,128.54
Automotive,Generic,Refurbished,32,4.6,151,12.08,46.53
Health,TechPro,New,20,4.3,147,9.14,111.68
Beauty,EcoFriendly,Refurbished,48,3.7,999,0.76,18.05
Home & Kitchen,TechPro,Fair,32,3.9,336,2.86,54.58
Clothing,Premium,Refurbished,51,4.0,683,0.22,27.42
Toys,HomeStyle,Like New,8,3.2,288,19.18,28.08
Home & Kitchen,HomeStyle,Refurbished,0,4.1,801,12.03,60.31
Food,Standard,Good,24,4.0,784,4.89,7.35
Automotive,TechPro,New,12,3.1,515,11.26,377.95
Automotive,Generic,Like New,42,4.9,780,2.01,53.69
Home & Kitchen,Generic,Like New,41,4.4,434,19.91,17.84
Food,TechPro,Good,55,3.0,203,17.15,10.28
Health,Premium,Refurbished,10,3.4,303,12.35,66.29
Clothing,Premium,Refurbished,22,4.7,956,13.76,47.12
Clothing,SportMax,Fair,52,3.2,387,2.14,19.35
Beauty,Standard,Fair,13,3.0,903,11.91,22.41
Health,Generic,Good,17,4.4,720,16.33,16.0
Books,BasicValue,New,26,3.4,355,10.41,9.84
Food,Premium,New,44,3.2,365,18.33,14.28
Automotive,Budget,Like New,52,4.5,915,16.54,52.63
Beauty,Premium,New,39,3.2,13,11.03,49.29
Beauty,Generic,Good,3,3.7,649,19.08,13.54
Health,HomeStyle,Fair,31,3.7,459,19.36,24.33
Health,Generic,Good,3,4.8,212,9.11,21.92
Home & Kitchen,Luxury,Like New,30,3.8,215,5.23,130.92
Clothing,BasicValue,Good,1,4.7,536,12.49,21.01
Clothing,TechPro,Refurbished,10,3.9,961,9.01,61.12
Electronics,Premium,Fair,8,4.3,886,0.17,484.79
Clothing,Premium,Like New,19,4.1,245,7.9,55.85
Automotive,HomeStyle,Fair,4,3.8,187,18.94,126.31
Health,HomeStyle,Good,4,4.4,14,19.2,53.1
Health,BasicValue,Good,24,4.1,851,1.69,18.16
